"id","registered_name","active_ingredient","pharmaceutical_form","insurance_list","issuing","atc","license_holder"
"YPNzEMrqplcB2XtFZmLzqWM2mgY","Mucodyne 50mg/mL sirup","karbocistein","sirup",,"BR","R05CB03","HEMOFARM AD VRŠAC"
"i8wkyE7OLhsrj73nOZ6RV3FjdoK","Methotrexat Ebewe® 2.5mg tableta","metotreksat","tableta","A","SZR","L04AX03","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"97FDOBLANzsWSWtYIv6uMnogy8U","Nuwiq® 250i.j. prašak i rastvarač za rastvor za injekciju","simoktokog alfa","prašak i rastvarač za rastvor za injekciju","B","SZR","B02BD02","PREDSTAVNIŠTVO OCTAPHARMA AG BEOGRAD-VOŽDOVAC"
"vPGNchKWjN1N1GXZ3y1spzUWirY","Bactrim® 400mg+80mg tableta","sulfametoksazol, trimetoprim","tableta","A","R","J01EE01","GALENIKA AD BEOGRAD"
"6z48AGPvRb94WYaDXdPJPQ1fkvE","Tenloris® 50mg+10mg film tableta","losartan, amlodipin","film tableta",,"R",,"KRKA-FARMA D.O.O. BEOGRAD"
"30xlwAN8HtY40RDXj2zYCVBU9UW","Lemod® - Depo 40mg/mL suspenzija za injekciju","metilprednizolon","suspenzija za injekciju","B","SZ","H02AB04","HEMOFARM AD VRŠAC"
"O1xg20ebadgM7M4RwVsoy4TXvZC","Remens® 5mL/100mL+10mL/100mL+10mL/100mL+10mL/100mL+10mL/100mL oralne kapi, rastvor","cimicifuga racemosa D1, sanguinaria canadensis D6, jaborandi D6, sepia officinalis D12, lachesis mutus D12","oralne kapi, rastvor",,"BR",,"FARMALOGIST D.O.O. BEOGRAD"
"qs6AWQTfHHEEx8gHNEwR8RNSx7C","Rapten Duo 75mg tableta sa modifikovanim oslobađanjem","diklofenak","tableta sa modifikovanim oslobađanjem","B","R","M01AB05","HEMOFARM AD VRŠAC"
"D5NORijehlB2BllqnZhtUafLETX","PK-Merz® 100mg film tableta","amantadin","film tableta","A","R","N04BB01","SALVEO DOO BEOGRAD"
"TCj0S3qcA0CnT2iooPoZ7YS5EgM","Co-Amlessa® 2mg+5mg+0.625mg tableta","perindopril, amlodipin, indapamid","tableta","A1","R","C09BX01","KRKA-FARMA D.O.O. BEOGRAD"
"dIHTYTJ5UFCoCw85cEHbd8hCyLI","Chloramphenicol 1% mast za oči","hloramfenikol","mast za oči","A","R","S01AA01","GALENIKA AD BEOGRAD"
"28kRcXsv9tKf4ww6oYfEAfnBHGA","Lercanil® 10 10mg film tableta","lerkanidipin","film tableta",,"R","C08CA13","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"iJDadMFcr74NzoUCesAQpudbv9S","Byol® 2.5mg film tableta","bisoprolol","film tableta","A","R","C07AB07","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"SJWRC61kSTxVec7b7WeouISid1K","QUAMATEL® 20mg film tableta","famotidin","film tableta",,"R","A02BA03","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"TudchrPBJqqZGs8R3EN8QC5D3C8","GAZYVA® 1000mg/40mL koncentrat za rastvor za infuziju","obinutuzumab","koncentrat za rastvor za infuziju",,"SZ","L01XC15","ROCHE D.O.O. BEOGRAD"
"Zvy2AHxN8QAxpV9UfNapAZPeZI","Salofalk® 4g/60mL rektalna suspenzija","mesalazin","rektalna suspenzija","B","R","A07EC02","EWOPHARMA D.O.O. BEOGRAD"
"GFlxNtp8Pmu2TBDZwHwQml2uyPR","Meralys HA 1mg/mL sprej za nos, rastvor","ksilometazolin","sprej za nos, rastvor",,"BR","R01AA07","JGL D.O.O. BEOGRAD-SOPOT"
"vg9WCDrkC3XC2vjiF5qJzxL3HUM","Signifor® 0.9mg/mL rastvor za injekciju","pasireotid","rastvor za injekciju",,"SZR","H01CB05","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"0naEFvmrD2ur05UXGH5oVl1Kcs4","Paravano® 5mg film tableta","rosuvastatin","film tableta","A+A1","R","C10AA07","HEMOFARM AD VRŠAC"
"Yba7bx5AkDwHotUIQ0pTzX2i0uW","Nebilet® 5mg tableta","nebivolol","tableta","A1","R","C07AB12","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"6ZYqqdikvUl5OzuBngpTbPwWHsJ","Hepan® 500i.j./g+5mg/g gel","heparin-natrijum, dekspantenol","gel",,"BR","C05BA53","JGL D.O.O. BEOGRAD-SOPOT"
"ovLtMHHBngVSSr0xtyWVrKKeaQG","Remianza® 10mg/0.4mL rastvor za injekciju u napunjenom injekcionom špricu","metotreksat","rastvor za injekciju u napunjenom injekcionom špricu","B","SZR","L01BA01","ACTAVIS D.O.O. BEOGRAD"
"0kOeJCKMbb1qCLtXpYHsMRq4xF4","Simponi® 50mg/0.5mL rastvor za injekciju u napunjenom injekcionom špricu","golimumab","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","L04AB06","MERCK SHARP & DOHME D.O.O."
"p1Auog7KecE7sMvcCFBUSg71qJI","Flevenol® 500mg film tableta","diosmin","film tableta",,"BR","C05CA03","ALVOGEN PHARMA D.O.O."
"keuIBpYYWf6fL2U8L9mLP0k2TT2","Remicade® 100mg prašak za koncentrat za rastvor za infuziju","infliksimab","prašak za koncentrat za rastvor za infuziju","C","SZ","L04AB02","MERCK SHARP & DOHME D.O.O."
"vUEjwZbnYT6N902e2F46UnI3mG1","Ecansya® 500mg film tableta","kapecitabin","film tableta","B","R","L01BC06","KRKA-FARMA D.O.O. BEOGRAD"
"afoQ7ATG8ZLsd9m0m31nEDMuqP9","Jardiance® 25mg film tableta","empagliflozin","film tableta",,"R","A10BX12","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"PeQFsETFJEwdd5rjPA6bPziUSOt","ELORYQA® 20mg film tableta","escitalopram","film tableta","A","R","N06AB10","ALKALOID D.O.O. BEOGRAD"
"9ph5bm95Qixi6njvRq0eIIn0QUF","Dona® 1500mg prašak za oralni rastvor","glukozamin","prašak za oralni rastvor",,"BR","M01AX05","PREDSTAVNIŠTVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD"
"OAfTbbA3xsSrUaukzj3h10juJ6E","Amlogal® 5mg tableta","amlodipin","tableta","A","R","C08CA01","GALENIKA AD BEOGRAD"
"GOWMrbM6evshoTJ6Sr1qMRbQgS4","ImmunoHBs 540i.j./3mL rastvor za injekciju","hepatitis B imunoglobulin, humani","rastvor za injekciju","B","Z","J06BB04","MAGNA MEDICA D.O.O. BEOGRAD-NOVI BEOGRAD"
"Po6Z15nnQfyldLlI0cD25vnhh8G","Inlyta® 1mg film tableta","aksitinib","film tableta",,"SZR","L01XE17","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"XpUVNxuZbnDQhsFJ9lYRRufuPvM","Haloperidol HF 2mg tableta","haloperidol","tableta","A","R","N05AD01","HEMOFARM AD VRŠAC"
"uw4w0fOnwz35baG4uMIRStFJz2C","MeloxEP 15mg tableta","meloksikam","tableta",,"R","M01AC06","EXTRACTUMPHARMA D.O.O."
"ta4hYY6ZSaV2dgnA4cegVnLIAUA","Telmitens® 40mg tableta","telmisartan","tableta","A1","R","C09CA07","PHARMASWISS D.O.O., BEOGRAD"
"kBlbb9z0UArRwzu2P9BPeLu3fHR","Olanzapin Krka 7.5mg oralna disperzibilna tableta","olanzapin","oralna disperzibilna tableta",,"R","N05AH03","KRKA-FARMA D.O.O. BEOGRAD"
"GfrteGrdOsEZuS7GuH3XkgOuvpG","Karboplatin Cipla 10mg/mL koncentrat za rastvor za infuziju","karboplatin","koncentrat za rastvor za infuziju",,"SZ","L01XA02","EVROPA LEK PHARMA D.O.O. BEOGRAD"
"Z7JQ1HlNLdFwLzTLAf5DZqWyhDW","VANZIMEC® 50mg film tableta","vorikonazol","film tableta","B","SZR","J02AC03","ACTAVIS D.O.O. BEOGRAD"
"nrf1K6e49gwcGtr3gTYFls6gN7H","Mekinist® 0.5mg film tableta","trametinib","film tableta",,"SZR",,"PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"V3yJCsHXadJLewiZHx9UpWsdjyX","GIOTRIF® 20mg film tableta","afatinib","film tableta","C","SZR","L01XE13","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"ksfNEcwYIIujt4jGBVGs91oPBwF","Omeprol® 10mg gastrorezistentna kapsula, tvrda","omeprazol","gastrorezistentna kapsula, tvrda",,"BR","A02BC01","ZDRAVLJE AD LESKOVAC"
"4oFXI5VxnCZjmz8RKv2TaQLZG79","Bicadex® 50mg film tableta","bikalutamid","film tableta","A","R","L02BB03","PHARMASWISS D.O.O., BEOGRAD"
"K3ryxY1JVGnHlC33rv6lbwvpNa8","Paclitaxel HF 6mg/mL koncentrat za rastvor za infuziju","paklitaksel","koncentrat za rastvor za infuziju",,"SZ","L01CD01","HEMOFARM AD VRŠAC"
"8hgcrgxGf68D32iwRwEsGL2uPXG","Sandostatin® LAR® 10mg prašak i rastvarač za suspenziju za injekciju","oktreotid","prašak i rastvarač za suspenziju za injekciju","B","Z","H01CB02","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"yuEEJodQWtrZGGFfpQNVHKvNo46","Grafalon® 20mg/mL koncentrat za rastvor za infuziju","anti-humani T limfocitni imunoglobulin kunića","koncentrat za rastvor za infuziju","B","SZ","L04AA04","AMICUS SRB D.O.O."
"PEZPhnEF1XBmzaDelORoZmayheM","Finpros® 5mg film tableta","finasterid","film tableta","A1","R","G04CB01","KRKA-FARMA D.O.O. BEOGRAD"
"l9rEdVWkd7LSA7CIXk83zYUkda","Diklofen® 50mg supozitorija","diklofenak","supozitorija","B","R","M01AB05","GALENIKA AD BEOGRAD"
"vOSosl1l2dbN2o4VZpAJM46qBIX","Cervarix® 20mcg/0.5mL+20mcg/0.5mL suspenzija za injekciju u napunjenom injekcionom špricu","vakcina protiv humanog papiloma virusa (tipovi 16,18) (rekombinantna, adjuvantna, adsorbovana)","suspenzija za injekciju u napunjenom injekcionom špricu",,"Z",,"PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"F5QvEOOG1c5tVYuxXQRlUusNauO","Marcaine® Spinal 0.5% 5mg/mL rastvor za injekciju","bupivakain","rastvor za injekciju","B","SZ","N01BB01","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"R0NG22308ANsLzh3snZkR5Y1A9W","Belogent® 0.5mg/g+1mg/g mast","betametazon, gentamicin","mast",,"R","D07CC01","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"rwI9uVjYjTRRPD9uyRQZLxbwqi7","Karvol® 25mg tableta","karvedilol","tableta","A+A1","R","C07AG02","AVE PHARMACEUTICAL D.O.O. BEOGRAD"
"OGPknJ7PTdaMNaSZaM7vrt3drRO","Rowiren® 100mg/g krem","ruzmarin (Rosmarinus officinalis L.), etarsko ulje","krem",,"BR",,"MEDIS PHARMA D.O.O. BEOGRAD"
"TxhIqhpNnczbRST2d8pzQUCp04E","Yurinex® 1mg tableta","bumetanid","tableta","A","R","C03CA02","HEMOFARM AD VRŠAC"
"3rqnlXgz3MOyoCfmx68KCMho8PL","Levalox® 500mg film tableta","levofloksacin","film tableta","A1","R","J01MA12","KRKA-FARMA D.O.O. BEOGRAD"
"fsxiP0ASMaE7LCWKrK88jYycrUT","Human Albumin 20% Baxter 200g/L rastvor za infuziju","albumin, humani","rastvor za infuziju","B","SZ","B05AA01","FARMIX DOO BEOGRAD"
"nMOUgWJxHdtukVR6CMJWzWvi0kX","Sinkum 4® 4mg tableta","acenokumarol","tableta","A1","R","B01AA07","UNION-MEDIC D.O.O. NOVI SAD"
"kXZqQMpeeDqJyj7SoXfooQpv2hO","Morfin hidrohlorid Alkaloid® 20mg/mL rastvor za injekciju","morfin","rastvor za injekciju","B","ZN","N02AA01","ALKALOID D.O.O. BEOGRAD"
"oHIyc8i2YxZqa6xYjT6l2ZdGJy1","Atorvastatin Krka 10mg film tableta","atorvastatin","film tableta","A+A1","R","C10AA05","KRKA-FARMA D.O.O. BEOGRAD"
"uTpLa440x9s9qBn1z8SSCvJVGWS","Lioton 1000 1000i.j./g gel","heparin-natrijum","gel",,"BR","C05BA03","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"KBX1iIpDQgFHJBQkg2N2h6COBTt","Tolucombi® 80mg+25mg tableta","telmisartan, hidrohlortiazid","tableta","A1","R","C09DA07","KRKA-FARMA D.O.O. BEOGRAD"
"9ianP49RN5rdMybEHfvoCAhSe2","Herbion® sirup od bokvice 0.25g/5mL+0.25g/5mL+65mg/5mL sirup","muška bokvica (Plantago lanceolata), tečni ekstrakt lista, crni slez (Malva sylvestris), tečni ekstrakt cveta, askorbinska kiselina","sirup",,"BR",,"KRKA-FARMA D.O.O. BEOGRAD"
"9uo6OsmkDs7KqmbR7M5GKOgu96X","Prexanil® Combi LD 2.5mg+0.625mg film tableta","perindopril, indapamid","film tableta",,"R","C09BA04","SERVIER D.O.O."
"vui2X5rDug4ygZpvjpsuFHaum","Goxyral® 100mg prašak za rastvor za infuziju","oksaliplatin","prašak za rastvor za infuziju",,"SZ","L01XA03","INNVENTA PHARM DOO"
"qmI45cMs7EpO5mPrhj9trcIPsLB","Codexy® 20mg kapsula, tvrda","oksikodon","kapsula, tvrda",,"NR",,"ACTAVIS D.O.O. BEOGRAD"
"M0w9XL36hS3Mb3eNFIJft4oSLP1","Hemoqin® 40mg film tableta","kvinapril","film tableta",,"R","C09AA06","HEMOFARM AD VRŠAC"
"oiW9iBKvvsTkzyjD5bkB0OxMxvC","Viacoram® 7mg+5mg tableta","perindopril, amlodipin","tableta",,"R","C09BB04","SERVIER D.O.O."
"jJPhXzCF1V49h4AupixjshA5qYU","Hemokvin® 10mg film tableta","kvinapril","film tableta","A1","R","C09AA06","HEMOFARM AD VRŠAC"
"gQjSW9x8RlweoJwuWBOQ7SxRqlT","Roswera® 30mg film tableta","rosuvastatin","film tableta",,"R","C10AA07","KRKA-FARMA D.O.O. BEOGRAD"
"QO2qkZEVWhmiJ2BHU30Y26G2Q9S","Nefalgic® 20mg/2mL rastvor za injekciju/infuziju","nefopam","rastvor za injekciju/infuziju",,"SZ",,"MEDIS PHARMA D.O.O. BEOGRAD"
"Yi4Wh3G4VbNZh63cKVo2FJqQizT","Lindynette® 20 75mcg+20mcg obložena tableta","gestoden, etinilestradiol","obložena tableta","A1","R","G03AA10","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"ZpRQYAFCVDAWCLDH3JgkEfP0kmT","Campral® 333mg gastrorezistentna tableta","akamprosat","gastrorezistentna tableta",,"SZR","N07BB03","MERCK D.O.O. BEOGRAD"
"fg26SvOp2IPvyMCUsk2UA7rc2DX","SOLVITENZ® 40mg film tableta","valsartan","film tableta","A1","R","C09CA03","ACTAVIS D.O.O. BEOGRAD"
"OUy3MlFb2FacBYaVp8Rew3njM4C","Azibiot® 500mg film tableta","azitromicin","film tableta","A+A1","R","J01FA10","KRKA-FARMA D.O.O. BEOGRAD"
"02ZkA1YIi5P7FCcnR8cDVyV4UCC","Strepsils® za decu 6+ 0.6mg+1.2mg lozenga","amilmetakrezol, 2,4-dihlorbenzil alkohol","lozenga",,"BR",,"NELT CO. D.O.O. BEOGRAD"
"MDe5tVlMO0jsa8e8Vd9mgYwXElU","RISPEX® 3mg film tableta","risperidon","film tableta",,"R","N05AX08","GALENIKA AD BEOGRAD"
"SRstr41pU2mJRrnMrvNMFYimkER","Bipodis® 15mg tableta","aripiprazol","tableta","A","R","N05AX12","ACTAVIS D.O.O. BEOGRAD"
"knNwqEou3h1izPc0x0vQlSSMWG2","Coraxan® 5mg film tableta","ivabradin","film tableta",,"R","C01EB17","SERVIER D.O.O."
"yRvTWW81IHfhFNXSIqwJj9o17US","NovoSeven® 2mg/2mL prašak i rastvarač za rastvor za injekciju","eptakog alfa (aktivirani)","prašak i rastvarač za rastvor za injekciju",,"SZR","B02BD08","NOVO NORDISK PHARMA DOO BEOGRAD"
"bBDA6DseNIG7QlzeiGSqjAp0QC","Roxera® 30mg film tableta","rosuvastatin","film tableta",,"R","C10AA07","KRKA-FARMA D.O.O. BEOGRAD"
"4FOrtSrrRVYWpXhOiU7bLyqX3K7","Campto® 40mg/2mL koncentrat za rastvor za infuziju","irinotekan","koncentrat za rastvor za infuziju","B","SZ","L01XX19","PFIZER SRB D.O.O."
"xRBL9FdAIuPDPWxnONxkGrH5HzZ","Sindaxel® 150mg/25mL koncentrat za rastvor za infuziju","paklitaksel","koncentrat za rastvor za infuziju","B","SZ","L01CD01","ACTAVIS D.O.O. BEOGRAD"
"Z27L0p73DwVy9ngF5Ngm6L1ZphU","Lyrica® 150mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"YDUTa09pGhM6HHDM2jmf2bRh4DY","Cardogrel® 75mg film tableta","klopidogrel","film tableta",,"R","B01AC04","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"zvv6SV6x3u0RaQtO8R1ghkVneAE","Salofalk® 500mg granule sa produženim oslobađanjem","mesalazin","granule sa produženim oslobađanjem","A1","R","A07EC02","EWOPHARMA D.O.O. BEOGRAD"
"L04oNjMVsKiEJfGIzfOguGAgvx4","Januvia® 50mg film tableta","sitagliptin","film tableta",,"R","A10BH01","MERCK SHARP & DOHME D.O.O."
"sdMEYYZ7DsaMpYulRhyWJMeiEnF","Taita® 60mg gastrorezistentna kapsula, tvrda","duloksetin","gastrorezistentna kapsula, tvrda","A1","R","N06AX21","HEMOFARM AD VRŠAC"
"nAUkAxfLaOJr0FaND4N4VCNCIJW","Alvotinib® 400mg film tableta","imatinib","film tableta","B","R","L01XE01","ALVOGEN PHARMA D.O.O."
"Fpo6ZtWHs4fZZ0ZH0Bjtb6UlhKR","Enzix® 10mg+2.5mg tableta+film tableta","enalapril, indapamid","tableta+film tableta",,"R","C09BA02","HEMOFARM AD VRŠAC"
"tGKk4wRxwR5vHxFxmqZItC1VuHE","Mucofalk® Pomorandža 3.25g granule za oralnu suspenziju","bokvica (Plantago ovata), semenjača semena","granule za oralnu suspenziju",,"BR",,"EWOPHARMA D.O.O. BEOGRAD"
"AGkpIXXMrvhG2Qb6ntrGdZXY7MT","Esmya® 5mg tableta","ulipristal","tableta",,"R","G03XB02","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"KkeccUdBomAyD7nq7GA1qsfafQN","Aubedix 100mg prašak za koncentrat za rastvor za infuziju","bendamustin","prašak za koncentrat za rastvor za infuziju","C","SZ","L01AA09","ACTAVIS D.O.O. BEOGRAD"
"jcYXwCbQD1LikhwhlL7T3vY5ePA","Elephogal® 5mg oralna disperzibilna tableta","donepezil","oralna disperzibilna tableta",,"R","N06DA02","GALENIKA AD BEOGRAD"
"7WUfIkc5ZDYY7V3d1YFDr7Dolc2","Campto® 100mg/5mL koncentrat za rastvor za infuziju","irinotekan","koncentrat za rastvor za infuziju","B","SZ","L01XX19","PFIZER SRB D.O.O."
"4FRyQX5hpuMQI3qVvBOf11VOuZF","Cisplatin Ebewe® 10mg/20mL koncentrat za rastvor za infuziju","cisplatin","koncentrat za rastvor za infuziju","B","SZ","L01XA01","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"Ga4TwPBDmqC3XoDVnL4na7cgJK3","Macmiror® Complex 200000i.j.+500mg vaginalna kapsula, meka","nistatin, nifuratel","vaginalna kapsula, meka",,"R","G01AA51","BONIFAR D.O.O. NOVI BEOGRAD"
"rPqBqBDTRU68EiTxFdg1RYRkWo4","Diprivan® 10mg/mL emulzija za injekciju/infuziju","propofol","emulzija za injekciju/infuziju",,"SZ","N01AX10","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"DcD1Zxdete2tiSIQD7qkhDoCwSt","Argifen® Forte 600mg granule za oralni rastvor","ibuprofen","granule za oralni rastvor",,"R","M01AE01","ADOC D.O.O. BEOGRAD"
"1eDHIPh21hjVDBG4MV6ASqwlRMN","Metfodiab® 500mg film tableta","metformin","film tableta","A","R","A10BA02","ACTAVIS D.O.O. BEOGRAD"
"Ms6n1c84BexZOpslhfgF18ulW59","Mirapexin® 1mg tableta","pramipeksol","tableta","A1","R","N04BC05","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"YOywEorXYEdI9suStGWqTVVAPg7","Lexaurin® 1.5mg tableta","bromazepam","tableta","A1","R","N05BA08","KRKA-FARMA D.O.O. BEOGRAD"
"AN4xQzcobVDFBumLGRTRivY4elE","Myderison 50mg film tableta","tolperison","film tableta",,"R","M03BX04","GOODWILL PHARMA D.O.O. SUBOTICA"
"43npEDbcn6QXCukvdyN9L18Bt1R","Rispolept® 2mg film tableta","risperidon","film tableta","A","R","N05AX08","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"mfSRqycrfBoPZfvsianLAYquuh6","Hetasorb® 6% 60g/L+9g/L rastvor za infuziju","hidroksietilskrob, natrijum-hlorid","rastvor za infuziju","B","SZ","B05AA07","HEMOFARM AD VRŠAC"
"4NrHLAbylgJO4mVS55oJ7pCLiPA","Rameam® 5mg+5mg kapsula, tvrda","ramipril, amlodipin","kapsula, tvrda",,"R",,"KRKA-FARMA D.O.O. BEOGRAD"
"8AbrnK3ZRs5iMCYna3iHHIHpRaD","NITROFINN® 50mg tableta","nitrofurantoin","tableta",,"R",,"INNVENTA PHARM DOO"
"dWKJm1SjtQFCnNjovhxb7KTAi0V","Duloksetin Teva 30mg gastrorezistentna kapsula, tvrda","duloksetin","gastrorezistentna kapsula, tvrda",,"R","N06AX21","TEVA SERBIA D.O.O. BEOGRAD"
"Wzc3R1KgdZbmycr7WX38yt7PvSR","Adimicin® 500mg prašak za rastvor za infuziju","vankomicin","prašak za rastvor za infuziju","B","SZ","A07AA09","ACTAVIS D.O.O. BEOGRAD"
"J9bVxrFKH3d8svbtgAyLVGToGUS","Sindroxocin® 10mg prašak za rastvor za injekciju/infuziju","doksorubicin","prašak za rastvor za injekciju/infuziju","B","SZ","L01DB01","ACTAVIS D.O.O. BEOGRAD"
"j5VeboTI6l6ATeoIY9jlbCSQL18","Humulin® NPH KwikPen™ 100i.j./mL suspenzija za injekciju u penu sa uloškom","insulin humani","suspenzija za injekciju u penu sa uloškom",,"R","A10AC01","PREDSTAVNIŠTVO ELI LILLY (SUISSE) SA, BEOGRAD (NOVI BEOGRAD)"
"8FP485Xg5sBbP5o2jGhV849E5UH","Bromazepam HF 1.5mg tableta","bromazepam","tableta","A1","R","N05BA08","HEMOFARM AD VRŠAC"
"G0GLuaxVZMzUuqVUXFUqsmWLdfX","Larona® 15mg gastrorezistentna kapsula, tvrda","lansoprazol","gastrorezistentna kapsula, tvrda",,"R","A02BC03","JGL D.O.O. BEOGRAD-SOPOT"
"GWfPZw9zSMgty0uMa1QzabyBUNI","Repatha® 140mg rastvor za injekciju u penu sa uloškom","evolokumab","rastvor za injekciju u penu sa uloškom",,"R",,"AMICUS SRB D.O.O."
"TToFtTusuZCgaO63UvcCuUYbHx6","Granisetron-Teva 1mg/mL koncentrat za rastvor za injekciju/infuziju","granisetron","koncentrat za rastvor za injekciju/infuziju","B","Z","A04AA02","TEVA SERBIA D.O.O. BEOGRAD"
"8c8huh14kC7MsLS9YT97mW7GZTL","Solysan® 10mg film tableta","solifenacin","film tableta","A1","R","G04BD08","PHARMASWISS D.O.O., BEOGRAD"
"tiEvMivmSbYYRjuSAUfLNVvIx4Y","Balance 4.25% glukoze, 1.75 mmol/l kalcijuma 5.64g/L+3.925g/L+0.2573g/L+0.1017g/L+42.5g/L rastvor za peritonealnu dijalizu","natrijum-hlorid, natrijum-laktat, kalcijum-hlorid, magnezijum-hlorid, glukoza","rastvor za peritonealnu dijalizu","B","SZR",,"FRESENIUS MEDICAL CARE SRBIJA D.O.O. VRŠAC"
"W5sO7zaVlYNGZrHs2nRrrjtkwL1","ELORYQA® 10mg film tableta","escitalopram","film tableta","A","R","N06AB10","ALKALOID D.O.O. BEOGRAD"
"yzmRAV8rOXAfJ1oAnIi5Pg4Z6CK","Adcetris® 50mg prašak za koncentrat za rastvor za infuziju","brentuksimab vedotin","prašak za koncentrat za rastvor za infuziju","C","SZ","L01XC12","TAKEDA GMBH PREDSTAVNIŠTVO, BEOGRAD (NOVI BEOGRAD)"
"BMnqiqWKrvC6DV2yYugInCSTm8O","Cefuroxim-MIP® 750mg prašak za rastvor za injekciju","cefuroksim","prašak za rastvor za injekciju","B","Z","J01DC02","MIP PHARMA D.O.O. BEOGRAD"
